ID_Publicacion,ID_Publicacion_Padre,ID_Usuario,Usuario_Handle,Plataforma,Tipo_Publicacion,Texto_Publicacion,Hashtags_Usados,Marca_Mencionada,Fecha_Hora_Publicacion,Perfil_Usuario,Antigüedad_Cuenta_Dias,Num_Seguidores_Cuenta,Num_Interacciones,Velocidad_Viralizacion,Contenido_Reciclado,Corroboraciones_Independientes
2097,,302,@carlos_oficial,TikTok,Descripción de captura,"esto ya lo vi venir hace rato, algo raro pasaba sinceramente.",,,2026-03-15 01:42:42,Cuenta_Nueva,1.1,9,46.0,1.8,No,0
2098,2094.0,320,@yuliana22,X,Comentario,Yo sigo esperando que Kai diga algo y cada rato cambia la versión,,,2026-03-15 04:19:47,Cuenta_Nueva,18.5,191,25.0,0.1,No,0
2099,2065.0,228,@lilianaco,X,Repost/Cita,esto va a ser tendencia todo el día seguro ya en serio,#Cancelado #EvaluandoLaSituacion,,2026-03-15 03:25:46,Anónimo,30.0,481,62.0,3.6,No,0
2100,2072.0,257,@carolinaramirez34,X,Repost/Cita,ya perdí la cuenta de cuántos hilos van sobre esto y eso que apenas empieza el día,#EvaluandoLaSituacion #Cancelado,,2026-03-15 04:13:25,Anónimo,7.3,69,134.0,0.8,No,1
2101,2029.0,270,@julianacardenas34,TikTok,Comentario,me acaban de contar que supuestamente el ganador real habló pero borró el mensaje rapidísimo,,,2026-03-15 04:08:18,Cuenta_Nueva,0.0,1657,1252.0,3.0,No,0
2102,2003.0,348,@david22,Instagram,Comentario,"Actualización: conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",#Cancelado #KaiEsInocente,,2026-03-15 04:26:06,Cuenta_Nueva,10.5,106,416.0,6.3,No,2
2103,1919.0,72,@sebastian15,TikTok,Comentario,actualización: un conocido trabaja en el canal y dice que ahí todo queda respaldado,#QueDijoKai,,2026-03-15 04:14:57,Fan_Antiguo,722.8,1574,103.0,5.0,No,2
2104,,268,@viviana_real,X,Comentario,no puedo creer lo que está pasando con Kai y nadie sabe ni qué creer 🤔🤔,#QueDijoKai,,2026-03-15 01:52:38,Cuenta_Nueva,10.6,1154,15.0,0.1,No,0
2105,2102.0,216,@vivianaramirez_ug,TikTok,Comentario,"yo hacía memes de Kai, ahora no sé ni qué publicar y nadie sabe ni qué creer 💀💀",,,2026-03-15 04:34:19,Anónimo,448.1,1917,123.0,1.3,No,1
2106,2024.0,163,@felipeleon_col,X,Comentario,  Esto va a ser tendencia todo el día seguro y eso que apenas empieza el día   ,#Cancelado #QueDijoKai,,2026-03-15 03:37:22,Fan_Antiguo,1225.3,7999,104.0,1.5,No,0
2107,1932.0,348,@david22,TikTok,Comentario,Posta que circula una lista de pruebas pero ninguna se puede verificar bien,#KaiDuarte,,2026-03-15 05:35:54,Cuenta_Nueva,10.5,106,1937.0,14.6,Sí (idéntico a publicación de 2023 sobre otro creador),0
2108,,110,@yuliana,TikTok,Comentario,Ya perdí la cuenta de cuántos hilos van sobre esto y eso que apenas empieza el día 😳😳,,,2026-03-15 02:49:38,Verificado,1050.4,12050,34.0,3.0,No,0
2109,1836.0,336,@juan_ug,X,Repost/Cita,"esto ya lo vi venir hace rato, algo raro pasaba y las marcas ni se han pronunciado bien",,,2026-03-15 04:24:06,Cuenta_Nueva,15.1,127,36.0,0.1,No,0
2110,1915.0,258,@cesarlopez98,X,Comentario,nadie de los que participamos notó nada fuera de lo normal esa noche,#EvaluandoLaSituacion,,2026-03-15 04:13:35,Cuenta_Nueva,10.1,239,112.0,5.2,No,2
2111,,106,@antoniasabana,TikTok,Post original,yo esperaría el comunicado oficial antes de opinar y las marcas ni se han pronunciado bien,#FakeNews,,2026-03-15 01:50:39,Verificado,1562.2,6708,69.0,3.9,No,1
2112,2037.0,296,@johanatv,TikTok,Comentario,me acaban de contar que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#KaiMentiroso,,2026-03-15 04:15:21,Cuenta_Nueva,10.5,139,769.0,12.5,No,0
2113,2106.0,206,@mateo,TikTok,Comentario,Ya perdí la cuenta de cuántos hilos van sobre esto la verdad,#QueDijoKai,,2026-03-15 03:37:58,Fan_Antiguo,431.8,2415,19.0,2.1,No,1
2114,1927.0,427,@fansdekai_532,TikTok,Comentario,"nadie ha mostrado una prueba real, todo son capturas sin verificar",#JusticiaParaKai,,2026-03-15 05:12:31,Anónimo,1350.2,110,171.0,0.1,No,3
2115,1707.0,230,@cesarsalazar15,X,Comentario,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre y cada rato cambia la versión",#KaiMentiroso,,2026-03-15 04:51:17,Anónimo,1087.3,22527,94.0,5.1,No,1
2116,,257,@carolinaramirez34,Foro anónimo,Comentario,cada hora aparece un ángulo nuevo de esto otra vez.,,,2026-03-15 03:19:16,Anónimo,7.3,69,44.0,2.6,No,0
2117,,303,@melissa2020,TikTok,Comentario,yo sigo esperando que Kai diga algo ya en serio 💀💀,#Cancelado #OjoConEstoKai,,2026-03-15 03:26:51,Anónimo,12.1,971,161.0,0.3,No,0
2118,1962.0,311,@wilson2020,X,Comentario,"Me acaban de contar que vi un live reaccionando que desmontó todo, aunque no lo vi completo",#CancelenAKai,,2026-03-15 06:32:48,Cuenta_Nueva,15.0,121,188.0,20.2,Posible (similar a una publicación anterior),0
2119,,160,@juan_11,Foro anónimo,Post original,UrbanKrew debería esperar los resultados antes de tomar una decisión así de grande,#QueDijoKai #YoLeCreoAKai,NovaVolt,2026-03-15 01:31:59,Fan_Antiguo,30.0,12260,31.0,1.8,No,1
2120,1956.0,364,@noloocultes_944,X,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 03:23:28,Bot_Sospechoso,2.0,138707,322.0,13.8,No,0
2121,1853.0,15,@ivanbogota,X,Repost/Cita,el trending de hoy tenía que ser esto obviamente ya en serio.,,,2026-03-15 03:46:22,Anónimo,398.5,843,127.0,1.8,No,0
2122,,108,@tomas_real,Foro anónimo,Post original,"esto se puso serio rapidísimo, hace una hora era chisme de verdad",,,2026-03-15 02:59:37,Anónimo,1472.9,1767,29.0,1.0,No,1
2123,2086.0,387,@noloocultes_981,X,Repost/Cita,"COMPARTAN esto antes de que lo borren, la verdad sobre Kai #CancelenAKai",#CancelenAKai,,2026-03-15 04:39:39,Bot_Sospechoso,3.0,11156,104.0,25.0,No,0
2124,1934.0,157,@jorgepardo03,X,Comentario,"Pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos de verdad 💀",,,2026-03-15 04:53:45,Anónimo,1414.8,20991,55.0,0.9,No,0
2125,2077.0,293,@sara_ug,X,Comentario,dicen que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado,#EvaluandoLaSituacion,,2026-03-15 03:57:42,Anónimo,,1071,406.0,17.8,Posible (similar a una publicación anterior),1
2126,2114.0,391,@fansdekai_508,TikTok,Comentario,"ese clip está cortado, en el audio completo se nota que es sarcasmo",#JusticiaParaKai,,2026-03-15 05:16:56,Fan_Antiguo,0.0,3856,138.0,7.0,No,0
2127,2023.0,67,@antoniacun,X,Comentario,"para que sepan: seguí el proceso desde el chat en vivo, a mí se vio transparente",,,2026-03-15 04:22:03,Anónimo,950.1,330,110.0,2.3,Sí (idéntico a publicación de 2023 sobre otro creador),0
2128,2088.0,225,@yesidgomez_real,X,Comentario,"para que sepan: conozco a alguien que ganó un sorteo anterior de Kai, todo fue legal",,,2026-03-15 04:45:45,Fan_Antiguo,1699.7,2882,144.0,0.1,No,3
2129,1999.0,294,@melissa_,X,Comentario,esto me recuerda a como diez casos parecidos,#QueDijoKai,,2026-03-15 03:52:15,Cuenta_Nueva,14.6,1198,61.0,1.4,No,0
2130,,291,@alejandrolopez2020,X,Descripción de captura,"  a mi me da igual, no sigo a Kai pero el trending me tiene aquí leyendo ya en serio   ",#QueDijoKai #FakeNews,,2026-03-15 03:09:01,Cuenta_Nueva,7.1,2281,17.0,3.6,No,0
2131,1954.0,116,@carolina_00,X,Repost/Cita,cada hora aparece un ángulo nuevo de esto y cada rato cambia la versión.,,,2026-03-15 05:05:18,Verificado,985.8,604,108.0,1.8,No,0
2132,2057.0,67,@antoniacun,X,Comentario,clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión y las marcas ni se han pronunciado bien...,,,2026-03-15 03:34:09,Anónimo,950.1,330,26.0,2.9,No,2
2133,2132.0,7,@juliana_ug,TikTok,Comentario,Esto va a ser tendencia todo el día seguro ya en serio 💀💀,#KaiDuarte,,2026-03-15 03:35:35,Verificado,240.9,1015,9.0,3.8,No,0
2134,2069.0,310,@lilianacardenas_real,X,Comentario,Me acaban de contar que alguien juró que tiene capturas del chat privado pero nunca las publicó,#FueraKai,,2026-03-15 04:36:23,Anónimo,13.7,85,2213.0,11.9,No,1
2135,1878.0,279,@saratv,TikTok,Comentario,circula que un tiktok con millones de vistas ya lo dio por hecho,#Cancelado,,2026-03-15 04:15:51,Anónimo,7.2,74,68.0,5.6,No,0
2136,2081.0,350,@yulianaleon_real,TikTok,Comentario,me acaban de contar que una cuenta que no conozco subió una captura que supuestamente confirma todo,#KaiMentiroso #CancelenAKai,,2026-03-15 04:47:17,Cuenta_Nueva,0.0,556,289.0,10.9,Sí (idéntico a publicación de 2023 sobre otro creador),1
2137,2111.0,140,@cristianramirez_,TikTok,Comentario,"sea cual sea la verdad, la forma en que se está manejando esto es un desastre la verdad",#EvaluandoLaSituacion,,2026-03-15 02:37:06,Verificado,853.0,1171,36.0,3.9,No,0
2138,2030.0,340,@carlospardoco,X,Comentario,"actualización: vi la transmisión completa dos veces, no encuentro el corte que muestran",,,2026-03-15 03:55:04,Cuenta_Nueva,12.3,86,38.0,4.2,No,2
2139,,205,@andrescruz,Instagram,Repost/Cita,increíble como en una noche esto se salió de control sin exagerar,,,2026-03-15 03:02:02,Anónimo,30.0,14604,42.0,1.7,No,0
2140,2136.0,216,@vivianaramirez_ug,TikTok,Comentario,ojo con esto: una cuenta que no conozco subió una captura que supuestamente confirma todo,#Cancelado,,2026-03-15 04:51:28,Anónimo,448.1,1917,516.0,7.8,Sí (idéntico a publicación de 2023 sobre otro creador),1
2141,,264,@monica2020,X,Post original,no había visto esta cantidad de gente opinando de algo en meses la verdad,,,2026-03-15 02:52:37,Bot_Sospechoso,19.1,11,6.0,3.5,No,1
2142,1949.0,279,@saratv,X,Comentario,me acaban de contar que supuestamente el ganador real habló pero borró el mensaje rapidísimo,,,2026-03-15 05:38:17,Anónimo,7.2,74,1009.0,7.8,No,1
2143,,328,@carolina99,TikTok,Comentario,"que oso si es verdad, y que oso si no lo es y todavía falta que hable Kai...",#KaiEsInocente #QueDijoKai,,2026-03-15 04:17:00,Anónimo,16.4,76,15.0,1.7,No,0
2144,1962.0,132,@kevinriosbogota,TikTok,Comentario,tremendo desorden se armó de la nada anoche y eso que apenas empieza el día...,#EvaluandoLaSituacion,,2026-03-15 06:54:28,Fan_Antiguo,2082.7,1108,46.0,3.9,No,0
2145,2067.0,19,@gabrielamedina07,X,Comentario,"todo mundo subiendo teorías, nadie subiendo pruebas la verdad",#VerificaAntesDeCompartir #KaiDuarte,,2026-03-15 04:42:20,Fan_Antiguo,1199.2,4505,48.0,2.1,No,0
2146,1960.0,365,@despiertaya_531,X,Repost/Cita,"confirmado, Kai amañó el sorteo, pasen la voz #CancelenAKai",#CancelenAKai,,2026-03-15 05:00:42,Bot_Sospechoso,2.6,14140,348.0,18.5,No,0
2147,2064.0,237,@fabianvargas07,X,Comentario,"honestamente, vi la transmisión completa dos veces, no encuentro el corte que muestran",,,2026-03-15 03:53:39,Verificado,1530.9,6462,46.0,4.7,No,0
2148,1989.0,312,@ricardocun,X,Comentario,dicen que dicen que hay un audio filtrado completo pero nadie lo ha mostrado,,,2026-03-15 04:28:10,Anónimo,0.3,171,352.0,9.0,Sí (idéntico a publicación de 2023 sobre otro creador),1
2149,,149,@paola,X,Comentario,mis amigas y yo llevamos toda la noche hablando de esto la verdad.,#VerificaAntesDeCompartir #EvaluandoLaSituacion,,2026-03-15 00:33:09,Fan_Antiguo,890.2,6350,39.0,3.8,No,0
2150,1954.0,219,@ximena98,TikTok,Comentario,honestamente ya perdí la cuenta de cuántas pruebas van y eso que apenas empieza el día,,,2026-03-15 04:52:15,Verificado,1456.4,704,63.0,4.1,No,0
2151,2097.0,271,@manuela34,TikTok,Comentario,si UrbanKrew no rompe el contrato hoy yo dejo de comprarles,,UrbanKrew,2026-03-15 02:30:16,Anónimo,6.3,555,119.0,0.1,No,0
2152,,230,@cesarsalazar15,Instagram,Repost/Cita,clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión ya en serio,#KaiDuarte,,2026-03-15 02:37:29,Anónimo,1087.3,22527,3.0,4.0,No,0
2153,1957.0,102,@valentinamedina2020,TikTok,Comentario,esto habla más de nosotros como internet que de Kai la verdad y eso que apenas empieza el día,#Cancelado,,2026-03-15 03:51:30,Fan_Antiguo,1475.2,2289,31.0,1.2,No,0
2154,1902.0,56,@viviana_uni,X,Comentario,cada hora aparece un ángulo nuevo de esto sinceramente 😭,#CancelenAKai #FueraKai,,2026-03-15 05:07:36,Fan_Antiguo,1184.2,4271,35.0,0.9,No,0
2155,,288,@monicatv,Instagram,Comentario,"la marca ya se está lavando las manos, típico y todavía falta que hable Kai",,,2026-03-15 03:33:20,Anónimo,7.2,413,124.0,2.3,No,0
2156,2132.0,184,@oscarrios_00,X,Comentario,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos y cada rato cambia la versión",,,2026-03-15 04:46:59,Fan_Antiguo,683.3,1464,43.0,3.2,No,0
2157,1779.0,38,@yesid,X,Descripción de captura,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos de verdad",#EvaluandoLaSituacion,,2026-03-15 03:44:33,Anónimo,1156.1,1653,101.0,3.8,No,0
2158,,129,@isabellabogota,TikTok,Post original,"la marca ya se está lavando las manos, típico...",,,2026-03-15 03:56:36,Fan_Antiguo,470.7,1846,68.0,2.9,No,0
2159,1990.0,3,@nicolas_00,X,Comentario,yo creo que hay que esperar antes de sacar conclusiones de verdad,#KaiMentiroso,,2026-03-15 03:02:43,Verificado,1272.0,1890,67.0,0.1,No,0
2160,2067.0,196,@samuel,X,Comentario,tremendo desorden se armó de la nada anoche otra vez 🤔,#Cancelado #JusticiaParaKai,,2026-03-15 04:41:04,Fan_Antiguo,2152.5,6292,77.0,1.4,No,0
2161,1865.0,300,@ivan2020,Foro anónimo,Comentario,el trending de hoy tenía que ser esto obviamente y todavía falta que hable Kai 💀,#KaiDuarte,,2026-03-15 02:36:14,Cuenta_Nueva,17.7,815,42.0,2.2,No,1
2162,2003.0,200,@sofiasuarez_oficial,TikTok,Comentario,Actualización: yo estaba conectado desde el minuto uno y no vi nada extraño,#EvaluandoLaSituacion,,2026-03-15 04:30:06,Anónimo,1916.5,2891,52.0,3.7,No,2
2163,2162.0,230,@cesarsalazar15,X,Comentario,yo creo que yo estaba conectado desde el minuto uno y no vi nada extraño,#JusticiaParaKai,,2026-03-15 04:33:51,Anónimo,1087.3,22527,65.0,9.1,No,2
2164,1962.0,351,@noloocultes_349,X,Repost/Cita,"no dejen que borren la evidencia, guarden capturas ya #CancelenAKai",#CancelenAKai,,2026-03-15 06:31:54,Bot_Sospechoso,1.1,21880,153.0,4.6,No,0
2165,2087.0,394,@fansdekai_163,Instagram,Comentario,"esa imagen no es nueva, ya circulaba con otro nombre hace tiempo",#JusticiaParaKai,,2026-03-15 03:28:46,Anónimo,716.1,699,136.0,0.1,No,1
2166,,76,@valentinaco,TikTok,Comentario,mis amigas y yo llevamos toda la noche hablando de esto y las marcas ni se han pronunciado bien,#JusticiaParaKai,,2026-03-14 23:53:33,Verificado,1652.5,5797,120.0,3.3,No,0
2167,,110,@yuliana,X,Comentario,clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión sin exagerar,,,2026-03-15 04:15:16,Verificado,1050.4,12050,45.0,0.1,No,2
2168,2046.0,162,@haroldsalazar,X,Comentario,clásico: pasa algo de madrugada y para el mediodía ya todos tienen opinión ya en serio,,,2026-03-15 03:55:00,Fan_Antiguo,748.1,2236,71.0,1.2,No,0
2169,2102.0,115,@claudiasabana,Foro anónimo,Comentario,"Dato: vi la transmisión completa dos veces, no encuentro el corte que muestran",,,2026-03-15 04:30:26,Fan_Antiguo,638.0,12316,821.0,5.2,No,1
2170,2068.0,216,@vivianaramirez_ug,X,Comentario,"esto se puso serio rapidísimo, hace una hora era chisme ya en serio 🤔",#KaiDuarte,,2026-03-15 05:15:53,Anónimo,448.1,1917,72.0,0.4,No,1
2171,2055.0,396,@kaisquad_927,X,Comentario,"en ningún sorteo anterior de Kai hubo una queja así, raro que ahora sí",#JusticiaParaKai,,2026-03-15 06:16:08,Fan_Antiguo,187.8,3273,292.0,5.3,No,0
2172,2008.0,104,@paulasuarez,X,Repost/Cita,la gente ya no espera pruebas para cancelar a nadie 😳😳,#KaiMentiroso,,2026-03-15 02:55:53,Fan_Antiguo,30.0,1549,252.0,0.1,No,0
2173,2048.0,349,@jorgecun,X,Comentario,"PulsoTech lleva media hora sin responder nada, mal ahí",#Cancelado,PulsoTech,2026-03-15 05:36:07,Cuenta_Nueva,2.2,337,92.0,1.2,No,0
2174,2081.0,142,@isabellasabana,Instagram,Transcripción de audio/video,"esto ya lo vi venir hace rato, algo raro pasaba sin exagerar",,,2026-03-15 04:48:59,Fan_Antiguo,448.8,11085,115.0,1.3,No,0
2175,2082.0,348,@david22,X,Descripción de captura,"pobre la gente que ganó de verdad el sorteo, ahora todos van a dudar de ellos y nadie sabe ni qué creer",,,2026-03-15 06:55:03,Cuenta_Nueva,10.5,106,19.0,1.0,No,1
2176,2165.0,393,@kaisquad_426,Instagram,Comentario,"si escuchan el audio completo, Kai está bromeando, no confesando nada",#JusticiaParaKai,,2026-03-15 03:30:03,Anónimo,671.8,889,96.0,10.5,No,0
2177,1987.0,132,@kevinriosbogota,TikTok,Comentario,ya perdí la cuenta de cuántos hilos van sobre esto y todavía falta que hable Kai...,#FakeNews #EvaluandoLaSituacion,,2026-03-15 05:01:06,Fan_Antiguo,2082.7,1108,69.0,3.6,No,0
2178,2171.0,134,@tatianamedina07,Instagram,Descripción de captura,la cantidad de cuentas nuevas comentando esto me da mala espina la verdad,#QueDijoKai #VerificaAntesDeCompartir,,2026-03-15 06:22:23,Verificado,898.6,490,36.0,4.5,No,0
2179,2059.0,312,@ricardocun,X,Comentario,  circula que un influencer chiquito aseguró que tiene pruebas pero no las ha mostrado   ,,,2026-03-15 03:16:48,Anónimo,0.3,171,655.0,7.8,Posible (similar a una publicación anterior),0
2180,2024.0,95,@adrianacastro03,Instagram,Descripción de captura,esto se siente exactamente igual a lo del año pasado con otro streamer y todavía falta que hable Kai,,,2026-03-15 03:32:05,Anónimo,1581.4,1951,47.0,1.2,No,1
2181,1985.0,349,@jorgecun,Instagram,Comentario,alguien me explica bien qué fue lo que pasó anoche la verdad,,,2026-03-15 04:34:36,Cuenta_Nueva,2.2,337,66.0,3.3,No,0
2182,2172.0,5,@tatiana2020,TikTok,Comentario,alguien me explica bien qué fue lo que pasó anoche y eso que apenas empieza el día.,#QueDijoKai #JusticiaParaKai,,2026-03-15 02:59:20,Verificado,692.0,2193,73.0,2.0,No,1
2183,2084.0,149,@paola,Instagram,Transcripción de audio/video,yo creo que hay que esperar antes de sacar conclusiones la verdad.,#CancelenAKai,,2026-03-15 04:36:28,Fan_Antiguo,890.2,6350,15.0,2.2,No,0
2184,,271,@manuela34,TikTok,Comentario,"esto ya lo vi venir hace rato, algo raro pasaba otra vez",#QueDijoKai,,2026-03-15 03:46:05,Anónimo,6.3,555,106.0,2.4,No,0
2185,2079.0,35,@ricardo_00,Foro anónimo,Transcripción de audio/video,si esto resulta ser falso alguien tiene que responder por el daño y las marcas ni se han pronunciado bien,,,2026-03-15 03:53:28,Anónimo,1551.1,1838,82.0,0.1,No,0
2186,1946.0,262,@oscarpinzon,Instagram,Repost/Cita,honestamente ya perdí la cuenta de cuántas pruebas van sin exagerar,#KaiDuarte,,2026-03-15 05:24:25,Cuenta_Nueva,0.2,142,43.0,0.9,No,2
2187,2065.0,346,@sebastianpardo_real,Instagram,Comentario,"honestamente, yo estaba conectado desde el minuto uno y no vi nada extraño",#JusticiaParaKai #KaiEsInocente,,2026-03-15 04:05:42,Anónimo,12.0,15,182.0,0.1,No,3
2188,2178.0,307,@adrianacun,TikTok,Comentario,increíble como en una noche esto se salió de control y eso que apenas empieza el día,#QueDijoKai,,2026-03-15 06:25:49,Cuenta_Nueva,17.8,24,65.0,0.1,No,1
2189,2027.0,324,@david_00,TikTok,Comentario,"me acaban de contar que vi un live reaccionando que desmontó todo, aunque no lo vi completo",,,2026-03-15 04:00:00,Anónimo,2.3,146,80.0,19.1,Posible (similar a una publicación anterior),0
2190,2112.0,192,@nataliacardenas15,X,Comentario,en mi casa no se habla de otra cosa desde anoche de verdad,#FakeNews,,2026-03-15 04:46:44,Anónimo,517.2,179,23.0,0.6,No,0
2191,2022.0,252,@karen_col,X,Comentario,esto se siente exactamente igual a lo del año pasado con otro streamer,#EvaluandoLaSituacion #CancelenAKai,,2026-03-15 04:35:51,Verificado,2028.8,5252,23.0,3.6,No,0
2192,1991.0,307,@adrianacun,Foro anónimo,Comentario,posta que supuestamente el ganador real habló pero borró el mensaje rapidísimo,,,2026-03-15 06:18:01,Cuenta_Nueva,17.8,24,285.0,5.8,Sí (idéntico a publicación de 2023 sobre otro creador),1
2193,2041.0,109,@juanlopez07,X,Repost/Cita,@UrbanKrew ustedes ya sabían de esto o no? necesitamos que hablen,#VerificaAntesDeCompartir,NovaVolt,2026-03-15 03:09:07,Anónimo,633.6,1789,67.0,2.8,No,0
2194,,250,@luisasabana,TikTok,Comentario,me parece raro que UrbanKrew se pronuncie tan rápido sin saber toda la historia,#QueDijoKai,UrbanKrew,2026-03-15 03:55:49,Fan_Antiguo,2457.1,8429,28.0,0.6,No,0
2195,2126.0,120,@sara_real,X,Comentario,no había visto esta cantidad de gente opinando de algo en meses ya en serio,#FueraKai,,2026-03-15 05:29:09,Fan_Antiguo,30.0,618,114.0,0.1,No,0
2196,,6,@carolina,Instagram,Repost/Cita,Cada hora aparece un ángulo nuevo de esto y nadie sabe ni qué creer...,#JusticiaParaKai #KaiEsInocente,,2026-03-15 02:42:57,Anónimo,1964.7,16177,445.0,3.0,No,0
